No.,Time,Source,Destination,Protocol,Length,Info
1347715,4646.465448,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 2707809] Unknown Payload Type (0x164f) 
1347716,4646.465502,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 2707875] Unknown Payload Type (0x164f) 
1347717,4646.465526,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 2707901] Unknown Payload Type (0x164f) 
1347718,4646.465561999999,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 2707937] Unknown Payload Type (0x164f) 
1347719,4646.465586,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 2707961] Unknown Payload Type (0x164f) 
1347720,4646.465619,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 2707994] Unknown Payload Type (0x164f) 
1347721,4646.465646,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 2708022] Unknown Payload Type (0x164f) 
1347722,4646.465674,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 2708050] Unknown Payload Type (0x164f) 
1347725,4646.473185,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347727,4646.473594,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347728,4646.473647,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347730,4646.48144,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347731,4646.481491,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347732,4646.481513000001,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347733,4646.481542,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347734,4646.481579,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347735,4646.481605,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347736,4646.4816439999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347737,4646.529196,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1347740,4646.561202000001,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x1abf ANY DESKTOP-BNL0PME
1347743,4646.621057,192.168.0.2,104.6.66.102,UDP,94,62257  >  51466 Len=52
1347745,4646.798903,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347746,4646.798965,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347749,4646.803844,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347752,4647.145163,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347753,4647.145222,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347755,4647.145617,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347757,4647.525035000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347759,4647.525369,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347761,4647.529261,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347762,4647.797292,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1347763,4647.797391,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 4039760] Unknown Payload Type (0x173a) 
1347765,4647.876024,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347767,4647.899182,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347769,4647.903601,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347771,4648.1664869999995,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1347772,4648.16654,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1347774,4648.199139,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 4441500] Unknown Payload Type (0x3181) 
1347776,4648.27941,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347778,4648.303296,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347779,4648.303379,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347782,4648.4508240000005,192.168.0.2,113.193.151.171,GVSP,62,Unknown Format (0x35) [Block ID: 17851 Packet ID: 4693186] Unknown Payload Type (0xf25) 
1347784,4648.504939,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1347786,4648.50501,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1347787,4648.505054,192.168.0.2,113.193.151.171,GVSP,62,Unknown Format (0x35) [Block ID: 17851 Packet ID: 4747427] Unknown Payload Type (0xf25) 
1347790,4648.606272999999,192.168.0.2,144.52.154.233,UDP,385,12236  >  20521 Len=343
1347792,4648.611057,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 4853417] Unknown Payload Type (0x4b7) 
1347793,4648.611109,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x35) [Block ID: 17851 Packet ID: 4853483] Unknown Payload Type (0x4b7) 
1347795,4648.666447,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347797,4648.678308,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1347799,4648.702095000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1347800,4648.797478,192.168.0.2,60.27.253.218,UDP,145,12236  >  9039 Len=103
1347802,4648.87123,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1347803,4648.87129,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
