No.,Time,Source,Destination,Protocol,Length,Info
378963,980.295362,192.168.0.2,177.69.177.119,TCP,54,3592  >  443 [ACK] Seq=1434 Ack=7739 Win=17152 Len=0
378965,980.297275,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10749946] Unknown Payload Type (0x3d3b) 
378966,980.297315,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10749993] Unknown Payload Type (0x3d3b) 
378968,980.298807,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10751481] Unknown Payload Type (0x39aa) 
378971,980.30756,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10760223] Unknown Payload Type (0x3907) 
378972,980.307616,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10760292] Unknown Payload Type (0x3907) 
378974,980.308666,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10761307] Unknown Payload Type (0x2e61) 
378976,980.3111439999999,192.168.0.2,177.69.177.119,TCP,54,[TCP Keep-Alive ACK] 3548  >  443 [ACK] Seq=821 Ack=36820 Win=17408 Len=0
378978,980.3122390000001,192.168.0.2,177.69.177.119,TCP,74,[TCP Dup ACK 378928#1] 3549  >  443 [ACK] Seq=9440 Ack=331727 Win=195584 Len=0 SLE=331726 SRE=331727 SLE=333187 SRE=340834
378980,980.313673,192.168.0.2,177.69.177.119,TCP,54,3549  >  443 [ACK] Seq=9440 Ack=340834 Win=195584 Len=0
378983,980.324692,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10777355] Unknown Payload Type (0x28c3) 
378985,980.325974,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10778636] Unknown Payload Type (0x2d87) 
378988,980.328233,192.168.0.2,23.216.173.173,TCP,54,3685  >  443 [ACK] Seq=1 Ack=1 Win=17408 Len=0
378989,980.3285539999999,192.168.0.2,23.216.173.173,TLSv1.2,255,Client Hello
378991,980.328992,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10781659] Unknown Payload Type (0x3598) 
378992,980.3290380000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10781715] Unknown Payload Type (0x3598) 
378994,980.330406,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10783065] Unknown Payload Type (0x3a5c) 
378996,980.3312890000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10783962] Unknown Payload Type (0x2f3b) 
378998,980.3316890000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10784362] Unknown Payload Type (0x3015) 
379000,980.3331189999999,192.168.0.2,17.248.137.200,TCP,1514,"[TCP Retransmission] 1911  >  443 [PSH, ACK] Seq=75793 Ack=77041 Win=68 Len=1460"
379002,980.3333789999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10786054] Unknown Payload Type (0x35f4) 
379004,980.3403910000001,192.168.0.2,23.216.173.173,TCP,54,3687  >  443 [ACK] Seq=1 Ack=1 Win=17408 Len=0
379006,980.342625,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10795288] Unknown Payload Type (0x2a3e) 
379008,980.3429789999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10795644] Unknown Payload Type (0x2a7f) 
379011,980.347625,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10800298] Unknown Payload Type (0x2e77) 
379013,980.348441,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10801114] Unknown Payload Type (0x3055) 
379015,980.349588,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10802258] Unknown Payload Type (0x341a) 
379017,980.35368,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5a) [Block ID: 63020 Packet ID: 10806304] Unknown Payload Type (0x279f) 
