No.,Time,Source,Destination,Protocol,Length,Info
394460,995.307366,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8982818] Unknown Payload Type (0x727) 
394462,995.307718,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8983175] Unknown Payload Type (0x2ef0) 
394464,995.3084230000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8983880] Unknown Payload Type (0x3077) 
394465,995.308483,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8983942] Unknown Payload Type (0x3077) 
394469,995.311936,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8987224] Unknown Payload Type (0x3b79) 
394472,995.312531,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8987980] Unknown Payload Type (0x3ca3) 
394473,995.312602,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8988056] Unknown Payload Type (0x3c4f) 
394474,995.312663,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8988122] Unknown Payload Type (0x279d) 
394480,995.314017,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8989465] Unknown Payload Type (0x2c6c) 
394491,995.321405,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 8996849] Unknown Payload Type (0x3080) 
394493,995.331869,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 9007310] Unknown Payload Type (0x2cf1) 
394494,995.3332359999999,192.168.0.2,54.243.159.83,TCP,54,"[TCP Spurious Retransmission] 3770  >  443 [FIN, ACK] Seq=1 Ack=1 Win=17408 Len=0"
394496,995.334192,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 9009635] Unknown Payload Type (0x2a24) 
394498,995.335498,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 9010935] Unknown Payload Type (0x2cea) 
394500,995.3366609999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x5b) [Block ID: 63020 Packet ID: 9012103] Unknown Payload Type (0x2345) 
394501,995.338801,192.168.0.2,104.31.72.249,TCP,54,"[TCP Spurious Retransmission] 3387  >  443 [FIN, ACK] Seq=839 Ack=5672 Win=16640 Len=0"
394504,995.35056,192.168.0.2,177.69.177.119,TCP,54,3549  >  443 [ACK] Seq=19981 Ack=1497887 Win=195584 Len=0
394507,995.3506369999999,192.168.0.2,177.69.177.119,TCP,54,3549  >  443 [ACK] Seq=19981 Ack=1500356 Win=195584 Len=0
394508,995.3522619999999,192.168.0.2,177.69.177.119,TLSv1.2,1307,Application Data
394509,995.356357,192.168.0.2,35.186.248.2,TCP,54,"[TCP Spurious Retransmission] 3403  >  443 [FIN, ACK] Seq=971 Ack=4048 Win=16128 Len=0"
394512,995.396431,192.168.0.2,23.92.189.243,TCP,66,3782  >  443 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1
394515,995.401885,192.168.0.2,177.69.177.119,TCP,54,3549  >  443 [ACK] Seq=21234 Ack=1503276 Win=195584 Len=0
394518,995.402293,192.168.0.2,177.69.177.119,TCP,54,3549  >  443 [ACK] Seq=21234 Ack=1506196 Win=195584 Len=0
