No.,Time,Source,Destination,Protocol,Length,Info
1382229,4993.7066,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382230,4993.706682999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382231,4993.706724000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382232,4993.706751,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382233,4993.706778,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382240,4993.714185,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382241,4993.7142380000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382242,4993.71426,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382243,4993.71429,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382244,4993.714317,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382245,4993.7143670000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382246,4993.714405,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382248,4993.793099,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382250,4993.805638,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382252,4993.806791,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382255,4993.863918,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382257,4993.8703350000005,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382260,4993.870556,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382262,4993.900509,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382263,4993.900579,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382265,4993.9008539999995,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382267,4993.960501,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382268,4993.960557,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382270,4994.024142,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382271,4994.024234,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382273,4994.0243310000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382274,4994.024389,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382278,4994.0345640000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382279,4994.034638,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382280,4994.034674,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382281,4994.034704,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382283,4994.034892000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382284,4994.15897,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 14856960] Unknown Payload Type (0x1bb) 
1382286,4994.193209,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382290,4994.211943,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382291,4994.212026,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382293,4994.2126579999995,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
1382295,4994.215817,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1382297,4994.216563,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x8107 ANY DESKTOP-BNL0PME
1382302,4994.348572999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382303,4994.348629,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382304,4994.3486570000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382305,4994.3486920000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382306,4994.3487159999995,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382309,4994.363789,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382310,4994.363842,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382311,4994.363864,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382312,4994.363903,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382315,4994.370204,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382316,4994.370261,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382317,4994.370282,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382318,4994.370319,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382319,4994.370344,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382321,4994.370702,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382323,4994.383068,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382326,4994.426481,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382327,4994.4265350000005,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382329,4994.426622999999,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382330,4994.426659000001,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382331,4994.426696,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382333,4994.540043999999,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382335,4994.540118,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382337,4994.540714,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382338,4994.543728000001,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1382341,4994.616292000001,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 15314330] Unknown Payload Type (0x103c) 
1382343,4994.622966,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x8107 ANY DESKTOP-BNL0PME
1382345,4994.662778,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382346,4994.662831000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382347,4994.662855,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382348,4994.66289,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382350,4994.664432,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382353,4994.703783,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382354,4994.703845,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382357,4994.709041,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382358,4994.709097999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382359,4994.709121,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382361,4994.71714,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382365,4994.718298,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382366,4994.718346,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382369,4994.719948,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382370,4994.72,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382371,4994.7200299999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382373,4994.894454,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382374,4994.894507,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382376,4994.908034,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382378,4994.966365,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382381,4994.966435,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382382,4994.966461,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382383,4994.966503000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382384,4994.966528,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382386,4994.967901,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382388,4995.050221,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382389,4995.050296,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382390,4995.050325,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382393,4995.051619,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382396,4995.072838,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382397,4995.072929,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382398,4995.072968,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382399,4995.073,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382400,4995.073024,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382402,4995.176312,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382404,4995.176385,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382405,4995.1764729999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382406,4995.176526,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382407,4995.176556,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382409,4995.182927000001,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 15880968] Unknown Payload Type (0xb2e) 
1382410,4995.182995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 15881048] Unknown Payload Type (0xb2e) 
1382411,4995.183021,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 15881076] Unknown Payload Type (0xb2e) 
1382413,4995.27707,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382415,4995.277159,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382417,4995.283208,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382419,4995.283892,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382421,4995.285068,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382422,4995.2851200000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382424,4995.296002,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382427,4995.2981,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382429,4995.298419,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382431,4995.4061409999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382433,4995.408340999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382435,4995.414549,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382436,4995.4146009999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382442,4995.422497,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382443,4995.422575,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382444,4995.4226229999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382445,4995.422652,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382446,4995.422679,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382447,4995.4227009999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382450,4995.585736999999,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 16283775] Unknown Payload Type (0x16c0) 
1382451,4995.585803,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 16283857] Unknown Payload Type (0x16c0) 
1382452,4995.585831,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 16283887] Unknown Payload Type (0x1091) 
1382453,4995.585867,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 16283923] Unknown Payload Type (0x1091) 
1382454,4995.585891,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 16283947] Unknown Payload Type (0x1091) 
1382455,4995.585914,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x49) [Block ID: 17851 Packet ID: 16283970] Unknown Payload Type (0x1091) 
1382457,4995.588541,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382458,4995.588622,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382459,4995.588651,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382461,4995.612202,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382463,4995.615325,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382465,4995.620557,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382467,4995.635177,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382468,4995.635248,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382471,4995.636654,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382472,4995.636707,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382473,4995.6367390000005,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382474,4995.636767,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382475,4995.636802,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1382477,4995.640694,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382479,4995.645516,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382481,4995.690899,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382482,4995.6909590000005,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382484,4995.715273,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382485,4995.715352,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382487,4995.7335490000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382489,4995.749583,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382490,4995.749661,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382494,4995.779903000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382495,4995.779962,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382496,4995.780004,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382497,4995.780034,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382498,4995.78006,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382500,4995.780324,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382501,4995.78037,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382503,4995.939855,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382505,4995.940199000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382506,4995.940234000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382509,4995.944028,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382511,4995.969945000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382513,4995.970014,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382515,4995.971075,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382517,4995.99542,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1382518,4996.031006,192.168.0.2,104.6.66.102,UDP,94,62257  >  51466 Len=52
1382519,4996.031148,192.168.0.2,104.6.66.102,UDP,94,62257  >  51466 Len=52
1382521,4996.064817,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382522,4996.064881,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382529,4996.1109719999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x4a) [Block ID: 17851 Packet ID: 31797] Unknown Payload Type (0x11bf) 
1382530,4996.111021,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x4a) [Block ID: 17851 Packet ID: 31859] Unknown Payload Type (0x11bf) 
1382531,4996.111046,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x4a) [Block ID: 17851 Packet ID: 31885] Unknown Payload Type (0x11bf) 
1382532,4996.111081,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x4a) [Block ID: 17851 Packet ID: 31921] Unknown Payload Type (0x11bf) 
1382533,4996.111105,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x4a) [Block ID: 17851 Packet ID: 31945] Unknown Payload Type (0x11bf) 
1382534,4996.111132,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x4a) [Block ID: 17851 Packet ID: 31972] Unknown Payload Type (0x11bf) 
1382535,4996.111166,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382536,4996.111196,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382537,4996.111231,192.168.0.2,196.54.55.24,UDP,1468,12236  >  2902 Len=1426
1382538,4996.111323,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382539,4996.111362,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382540,4996.111384000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382541,4996.111414999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382544,4996.126034000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1382545,4996.126087,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
