No.,Time,Source,Destination,Protocol,Length,Info
1,0.0,192.168.0.2,50.116.194.23,TCP,54,"2971  >  443 [FIN, ACK] Seq=1 Ack=1 Win=68 Len=0"
2,0.023500999999999998,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
4,0.046034,192.168.0.2,98.139.225.35,TCP,54,"2974  >  443 [FIN, ACK] Seq=1 Ack=1 Win=68 Len=0"
5,0.060111000000000005,192.168.0.2,52.207.175.13,TCP,54,"2973  >  443 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0"
8,0.10545999999999998,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x7734 ANY DESKTOP-BNL0PME
11,0.19225599999999998,192.168.0.2,34.195.140.230,TCP,54,"2978  >  443 [FIN, ACK] Seq=1 Ack=1 Win=68 Len=0"
13,0.20085799999999998,192.168.0.2,185.13.112.169,UDP,359,12236  >  30554 Len=317
16,0.229423,192.168.0.2,52.207.175.13,TCP,54,2973  >  443 [ACK] Seq=2 Ack=2 Win=17520 Len=0
27,1.611093,192.168.0.2,151.101.93.168,TCP,55,[TCP segment of a reassembled PDU]
37,2.688678,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
39,2.6919880000000003,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
41,2.692798,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x5b16 ANY DESKTOP-BNL0PME
51,3.023387,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
53,3.0870900000000003,192.168.0.2,65.52.108.185,TLSv1,107,Application Data
55,3.103935,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x5b16 ANY DESKTOP-BNL0PME
56,3.131807,192.168.0.2,151.101.92.175,TCP,55,[TCP segment of a reassembled PDU]
59,3.2740259999999997,192.168.0.2,65.52.108.185,TCP,54,2199  >  443 [ACK] Seq=54 Ack=139 Win=65 Len=0
61,3.387339,192.168.0.2,183.79.249.252,TCP,54,"2778  >  443 [FIN, ACK] Seq=1 Ack=32 Win=65 Len=0"
63,3.3922790000000003,192.168.0.2,183.79.249.252,TCP,54,2778  >  443 [ACK] Seq=2 Ack=33 Win=65 Len=0
65,3.812441,192.168.0.2,79.107.118.185,TCP,66,2992  >  1 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1
66,4.2035,192.168.0.2,79.107.118.185,UDP,62,12236  >  1 Len=20
67,4.6284540000000005,192.168.0.2,17.248.137.200,TLSv1,1259,Application Data
68,4.628547,192.168.0.2,17.248.137.200,TLSv1,427,Application Data
72,4.8581389999999995,192.168.0.2,17.248.137.200,TCP,54,[TCP Dup ACK 67#1] 1911  >  443 [ACK] Seq=1579 Ack=1 Win=68 Len=0
74,4.862337,192.168.0.2,17.248.137.200,TCP,54,1911  >  443 [ACK] Seq=1579 Ack=1606 Win=68 Len=0
75,4.89171,192.168.0.2,82.145.215.85,SSL,55,Continuation Data
81,5.689458,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
83,5.693676,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
85,5.694681,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x934a ANY DESKTOP-BNL0PME
86,6.0233989999999995,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
89,6.10541,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x934a ANY DESKTOP-BNL0PME
90,6.785914,192.168.0.2,77.121.235.248,UDP,145,12236  >  41832 Len=103
92,7.462041,192.168.0.2,104.125.100.147,TCP,55,[TCP segment of a reassembled PDU]
98,8.69007,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
100,8.694558,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
102,8.695284,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xc38b ANY DESKTOP-BNL0PME
103,9.023404,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
106,9.106753,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xc38b ANY DESKTOP-BNL0PME
109,9.517263,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
111,9.522716,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
113,9.523378,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xf220 ANY DESKTOP-BNL0PME
114,9.523649,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
117,9.934697,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xf220 ANY DESKTOP-BNL0PME
126,10.273941,192.168.0.2,91.217.98.5,UDP,383,12236  >  18382 Len=341
127,10.321212,192.168.0.2,107.167.110.216,SSL,55,Continuation Data
129,10.358627,192.168.0.2,24.226.180.60,TCP,66,"12236  >  65447 [SYN, ACK] Seq=0 Ack=1 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1"
133,10.553291,192.168.0.2,24.226.180.60,TCP,172,"12236  >  65447 [PSH, ACK] Seq=1 Ack=185 Win=17152 Len=118"
