No.,Time,Source,Destination,Protocol,Length,Info
1321619,4404.987975,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1321620,4404.988033,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1321622,4405.039454,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321624,4405.0411810000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321625,4405.041234,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321626,4405.0412719999995,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321628,4405.060095000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321629,4405.060147,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321631,4405.0940789999995,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321633,4405.103804,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321635,4405.1046240000005,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321636,4405.104673,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321637,4405.104706,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321638,4405.10474,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321639,4405.1047659999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321640,4405.1047929999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321641,4405.1048200000005,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321644,4405.110652,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321645,4405.110704,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321647,4405.113925,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321648,4405.113926,192.168.0.2,104.6.66.102,UDP,62,12236  >  37284 Len=20
1321649,4405.113987,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1321651,4405.227856,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x26) [Block ID: 17851 Packet ID: 13128456] Unknown Payload Type (0x3674) 
1321652,4405.227927,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x26) [Block ID: 17851 Packet ID: 13128540] Unknown Payload Type (0x3674) 
1321654,4405.268745,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1321656,4405.288738,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x26) [Block ID: 17851 Packet ID: 13189325] Unknown Payload Type (0x2b00) 
1321658,4405.288825,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x26) [Block ID: 17851 Packet ID: 13189435] Unknown Payload Type (0x2b00) 
1321659,4405.288867,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x26) [Block ID: 17851 Packet ID: 13189478] Unknown Payload Type (0x25ee) 
1321660,4405.288893,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x26) [Block ID: 17851 Packet ID: 13189508] Unknown Payload Type (0x25ee) 
1321661,4405.288928,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x26) [Block ID: 17851 Packet ID: 13189543] Unknown Payload Type (0x25ee) 
1321662,4405.288952,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x26) [Block ID: 17851 Packet ID: 13189567] Unknown Payload Type (0x25ee) 
1321665,4405.294526,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1321667,4405.2958229999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1321668,4405.295871,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1321669,4405.2959009999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1321671,4405.346087,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321673,4405.348871,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321675,4405.361618999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321676,4405.361697,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321677,4405.361737,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321678,4405.361775,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321686,4405.484389,192.168.0.2,104.6.66.102,UDP,62,12236  >  37284 Len=20
1321688,4405.485111999999,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
1321690,4405.4881780000005,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1321692,4405.488763,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x4557 ANY DESKTOP-BNL0PME
1321693,4405.5306630000005,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1321706,4405.690077,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321707,4405.6901259999995,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321708,4405.690156000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321709,4405.690199000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1321710,4405.690229,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
