No.,Time,Source,Destination,Protocol,Length,Info
1313318,4272.524504,192.168.0.2,187.162.71.153,UDP,329,12236  >  6889 Len=287
1313320,4272.535564,192.168.0.2,184.75.221.3,UDP,331,12236  >  45879 Len=289
1313322,4272.5789159999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697240] Unknown Payload Type (0x1e7c) 
1313323,4272.578976,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697317] Unknown Payload Type (0x1e7c) 
1313324,4272.579003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697345] Unknown Payload Type (0x1e7c) 
1313329,4272.579223,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697562] Unknown Payload Type (0x1b52) 
1313330,4272.579259,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697601] Unknown Payload Type (0x1b52) 
1313331,4272.5792950000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697638] Unknown Payload Type (0x1b52) 
1313332,4272.579341,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697679] Unknown Payload Type (0x1b52) 
1313333,4272.579382,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697723] Unknown Payload Type (0x1b52) 
1313334,4272.579411,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697755] Unknown Payload Type (0x1b52) 
1313335,4272.579463,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697802] Unknown Payload Type (0x1df4) 
1313336,4272.579495,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697838] Unknown Payload Type (0x1df4) 
1313337,4272.579529,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697872] Unknown Payload Type (0x18af) 
1313338,4272.579579,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 14697918] Unknown Payload Type (0x178f) 
1313340,4272.738131,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1313343,4273.196839,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15315162] Unknown Payload Type (0x3750) 
1313345,4273.197036,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15315371] Unknown Payload Type (0x365f) 
1313356,4273.198347,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15316682] Unknown Payload Type (0x39f4) 
1313357,4273.19841,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15316748] Unknown Payload Type (0x3656) 
1313358,4273.198456,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15316795] Unknown Payload Type (0x34d6) 
1313359,4273.198498,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15316838] Unknown Payload Type (0x3274) 
1313360,4273.198536,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15316875] Unknown Payload Type (0x3274) 
1313361,4273.198574,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15316916] Unknown Payload Type (0x3007) 
1313362,4273.198603,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15316947] Unknown Payload Type (0x2db3) 
1313363,4273.198645,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15316985] Unknown Payload Type (0x2b76) 
1313364,4273.1986799999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15317023] Unknown Payload Type (0x2903) 
1313366,4273.241794,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1313369,4273.462136,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
1313371,4273.465268999999,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1313373,4273.465877000001,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x430f ANY DESKTOP-BNL0PME
1313374,4273.544788,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1313378,4273.656101,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15774429] Unknown Payload Type (0x3e2e) 
1313379,4273.656159,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15774501] Unknown Payload Type (0x3c6a) 
1313380,4273.807483,192.168.0.2,178.48.53.33,TCP,66,4629  >  8999 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1
1313382,4273.837004999999,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15955330] Unknown Payload Type (0xce1) 
1313383,4273.837064,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15955405] Unknown Payload Type (0xce1) 
1313385,4273.837679,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15956016] Unknown Payload Type (0xcfa) 
1313386,4273.837728,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15956066] Unknown Payload Type (0xcfa) 
1313387,4273.837768,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15956105] Unknown Payload Type (0xcfa) 
1313388,4273.837825,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 15956164] Unknown Payload Type (0xcfa) 
1313390,4273.8770159999995,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x430f ANY DESKTOP-BNL0PME
1313392,4273.995776,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 16114104] Unknown Payload Type (0x2e92) 
1313393,4273.9958289999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 16114171] Unknown Payload Type (0x2e92) 
1313394,4273.995854,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 16114197] Unknown Payload Type (0x2e92) 
1313395,4273.995888,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 16114232] Unknown Payload Type (0x2e92) 
1313397,4273.998998,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1313398,4273.999051,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1313399,4273.999081,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1313401,4274.06869,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 16187018] Unknown Payload Type (0x2606) 
1313402,4274.068742,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 16187084] Unknown Payload Type (0x2606) 
1313403,4274.068765999999,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 16187110] Unknown Payload Type (0x2606) 
1313406,4274.305474,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x1e) [Block ID: 17851 Packet ID: 16423789] Unknown Payload Type (0x300c) 
