No.,Time,Source,Destination,Protocol,Length,Info
361041,955.5927839999999,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=415275 Win=598528 Len=0
361044,955.59286,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=418195 Win=598528 Len=0
361047,955.592935,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=421115 Win=598528 Len=0
361050,955.5931529999999,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=424035 Win=598528 Len=0
361053,955.59647,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=426955 Win=598528 Len=0
361056,955.596636,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=429875 Win=598528 Len=0
361059,955.596826,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=432795 Win=598528 Len=0
361062,955.597226,192.168.0.2,192.82.211.130,TCP,54,3402  >  443 [ACK] Seq=1 Ack=2 Win=17408 Len=0
361064,955.5973130000001,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=435715 Win=598528 Len=0
361067,955.597403,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=438635 Win=598528 Len=0
361070,955.597475,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=441555 Win=598528 Len=0
361074,955.597545,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=444475 Win=598528 Len=0
361077,955.597769,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=447395 Win=598528 Len=0
361080,955.597869,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=450315 Win=598528 Len=0
361083,955.598027,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=453235 Win=598528 Len=0
361086,955.598109,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=456155 Win=598528 Len=0
361089,955.600119,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=459075 Win=598528 Len=0
361092,955.600194,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=461995 Win=598528 Len=0
361095,955.603282,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=464915 Win=598528 Len=0
361098,955.60334,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=467835 Win=598528 Len=0
361101,955.603402,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=470755 Win=598528 Len=0
361104,955.603476,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=473675 Win=598528 Len=0
361107,955.6035509999999,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=476595 Win=598528 Len=0
361110,955.603627,192.168.0.2,192.185.216.63,TCP,54,3429  >  80 [ACK] Seq=2520 Ack=479515 Win=598528 Len=0
361115,955.6037650000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2833641] Unknown Payload Type (0x3db5) 
361119,955.6038689999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2833754] Unknown Payload Type (0x3db5) 
361120,955.603918,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2833808] Unknown Payload Type (0x3db5) 
361146,955.6108300000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2840590] Unknown Payload Type (0x3e30) 
361160,955.611521,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2841403] Unknown Payload Type (0x3662) 
361161,955.6115800000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2841469] Unknown Payload Type (0x357c) 
361169,955.625016,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2854879] Unknown Payload Type (0x1978) 
361171,955.6253539999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2855240] Unknown Payload Type (0x19c4) 
361198,955.6311109999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2860979] Unknown Payload Type (0x2fed) 
361199,955.6311699999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2861061] Unknown Payload Type (0x2dab) 
361211,955.65589,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2885769] Unknown Payload Type (0x3b97) 
361221,955.662758,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2892634] Unknown Payload Type (0x307a) 
361229,955.7036390000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2933519] Unknown Payload Type (0x2ee0) 
361231,955.704394,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2934263] Unknown Payload Type (0x2fe0) 
361233,955.705773,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2935652] Unknown Payload Type (0x3392) 
361235,955.706049,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2935938] Unknown Payload Type (0x32b8) 
361237,955.7081789999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x59) [Block ID: 63020 Packet ID: 2938052] Unknown Payload Type (0x3925) 
361240,955.7115449999999,192.168.0.2,192.185.216.63,TCP,54,3414  >  80 [ACK] Seq=5503 Ack=290496 Win=177920 Len=0
361243,955.711608,192.168.0.2,192.185.216.63,TCP,54,3414  >  80 [ACK] Seq=5503 Ack=293416 Win=177920 Len=0
361246,955.7139599999999,192.168.0.2,192.185.216.63,TCP,54,3414  >  80 [ACK] Seq=5503 Ack=296336 Win=177920 Len=0
