No.,Time,Source,Destination,Protocol,Length,Info
1365063,4808.644996,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365064,4808.645022,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365067,4808.655658,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365069,4808.934475,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365070,4808.934563000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365072,4808.999272999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365074,4809.116522,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365078,4809.169212,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365079,4809.169266,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365080,4809.169288,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365084,4809.284554,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365085,4809.284625,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365086,4809.43393,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365088,4809.452561,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365089,4809.452612,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365092,4809.603738000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365096,4809.649498,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365097,4809.649567,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365098,4809.649595,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365101,4809.751507,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365102,4809.7515619999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365103,4809.776935,192.168.0.2,85.234.165.124,UDP,145,12236  >  24190 Len=103
1365106,4809.900815,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365107,4809.900871,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365108,4809.900895000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365110,4809.996357,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365112,4810.071056000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365116,4810.087398,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365117,4810.087471,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365118,4810.087506,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365121,4810.118213000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365123,4810.1261079999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365128,4810.30822,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365129,4810.308276,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365130,4810.308304,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365134,4810.493353,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365135,4810.493404999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365136,4810.493429,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365137,4810.49345,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365138,4810.493469,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365140,4810.516318999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365143,4810.5574670000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365144,4810.55754,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365148,4810.786822,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365149,4810.786878,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365153,4810.916294,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365154,4810.916361,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365155,4810.916381,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365157,4810.994586,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365158,4810.994649,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365160,4811.178988000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365161,4811.179056,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365162,4811.179082,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365163,4811.220265,192.168.0.2,192.168.0.255,BROWSER,243,"Local Master Announcement DESKTOP-BNL0PME, Workstation, Server, Print Queue Server, NT Workstation, Potential Browser, Master Browser"
1365166,4811.227533,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
1365168,4811.230651,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1365170,4811.23129,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xd9c5 ANY DESKTOP-BNL0PME
1365171,4811.445987,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x3e) [Block ID: 17851 Packet ID: 16693356] Unknown Payload Type (0x327f) 
1365173,4811.459796,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365174,4811.459851,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365175,4811.459873,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365181,4811.5274229999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365182,4811.527475,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365183,4811.527497,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365184,4811.527526,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365185,4811.52757,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365186,4811.527617,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365187,4811.5276539999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365188,4811.5276890000005,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365189,4811.527715,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365190,4811.527754,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365191,4811.531608,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1365194,4811.6324509999995,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xd9c5 ANY DESKTOP-BNL0PME
1365198,4811.69786,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365199,4811.697924,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365200,4811.697964,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365201,4811.697993,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365203,4811.842295,192.168.0.2,23.27.246.126,UDP,331,12236  >  17894 Len=289
1365205,4811.898518999999,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x3f) [Block ID: 17851 Packet ID: 368715] Unknown Payload Type (0x15a) 
1365209,4811.914143999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365210,4811.914197,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365211,4811.914220000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365213,4812.026707,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365215,4812.171517,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365218,4812.186083,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365219,4812.1861340000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365220,4812.186179,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365223,4812.2432929999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365224,4812.243346,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365225,4812.243366,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365226,4812.243395,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365227,4812.24344,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365228,4812.243488,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365229,4812.243523,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365230,4812.243558,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365231,4812.2435909999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1365233,4812.426987,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x3f) [Block ID: 17851 Packet ID: 897187] Unknown Payload Type (0x315) 
1365234,4812.427039,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x3f) [Block ID: 17851 Packet ID: 897254] Unknown Payload Type (0x315) 
1365238,4812.4337590000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365239,4812.433814999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365241,4812.471705,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1365246,4812.544904,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365247,4812.5449770000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365248,4812.545003,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365249,4812.545040999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1365250,4812.5450789999995,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
