No.,Time,Source,Destination,Protocol,Length,Info
1330253,4472.824970000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330255,4472.8434640000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330258,4472.876242,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330260,4472.876332,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330262,4472.894698,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330263,4472.894751,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330265,4472.895492000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330268,4472.896244,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330269,4472.896299,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330272,4472.940902,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1330274,4473.017395,192.168.0.2,17.248.137.203,TCP,54,[TCP Dup ACK 1327951#1] 4571  >  443 [ACK] Seq=74450 Ack=80111 Win=17408 Len=0
1330276,4473.022256,192.168.0.2,17.248.137.203,TCP,54,4571  >  443 [ACK] Seq=74450 Ack=81716 Win=17408 Len=0
1330278,4473.075856,192.168.0.2,104.6.66.102,UDP,62,12236  >  37284 Len=20
1330280,4473.081544,192.168.0.2,104.6.66.102,UDP,62,12236  >  37284 Len=20
1330281,4473.081663,192.168.0.2,104.6.66.102,UDP,110,62257  >  51466 Len=68
1330284,4473.1164100000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13908139] Unknown Payload Type (0x1b24) 
1330285,4473.116484,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13908234] Unknown Payload Type (0x162d) 
1330286,4473.116524,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13908275] Unknown Payload Type (0x162d) 
1330287,4473.116549,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13908301] Unknown Payload Type (0x162d) 
1330288,4473.116574000001,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13908326] Unknown Payload Type (0x162d) 
1330289,4473.116603,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13908353] Unknown Payload Type (0x162d) 
1330290,4473.116679,192.168.0.2,104.6.66.102,UDP,110,62257  >  51466 Len=68
1330293,4473.117765,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13909499] Unknown Payload Type (0x1739) 
1330295,4473.118803,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13910540] Unknown Payload Type (0x3467) 
1330296,4473.118849,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x2a) [Block ID: 17851 Packet ID: 13910599] Unknown Payload Type (0x3467) 
1330298,4473.122045,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1330301,4473.122217,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1330302,4473.122252,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1330303,4473.122274,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1330304,4473.1223119999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1330305,4473.122337,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1330306,4473.122364,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1330307,4473.1223899999995,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1330309,4473.143534000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1330311,4473.145942,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1330315,4473.146195,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330316,4473.146292,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1330318,4473.147529,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1330320,4473.149502,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1330321,4473.149596,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1330323,4473.154577,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1330325,4473.154729999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
