Grupo;Silhueta;DuracaodaSessao;Velocidademediadenavegacao
C1;0.702161;1501.0;0.9
C4;0.687229;6311.0;0.8
C4;0.702217;5410.0;1.6
C1;0.71668;1202.0;4.5
C3;0.710607;11725.0;0.4
C1;0.736106;300.0;0.3
C1;0.736106;300.0;0.0
C3;0.70189;9919.0;12.1
C1;0.648519;2104.0;1.1
C4;0.687142;6312.0;21.3
C1;0.736106;300.0;0.0
C1;0.736106;300.0;0.0
C1;0.736106;300.0;0.0
C4;0.675917;4208.0;0.0
C1;0.733855;601.0;0.0
C3;0.719685;10822.0;0.7
C1;0.736106;300.0;0.0
C1;0.736106;300.0;0.0
C1;0.716721;1201.0;2.6
C1;0.733855;601.0;0.0
C1;0.702161;1501.0;0.2
C4;0.632559;3607.0;0.0
C1;0.702043;1503.0;0.0
C1;0.727141;901.0;0.0
C2;0.698807;15331.0;1.8
C1;0.736106;300.0;0.3
C4;0.700622;5103.0;2.3
C3;0.710717;11722.0;2.2
C1;0.736106;300.0;0.0
C1;0.701971;1504.0;4.3
C4;0.696466;4811.0;1.8
C1;0.733855;601.0;0.5
C1;0.733839;602.0;1.4
C1;0.736112;301.0;0.0
C1;0.736106;300.0;0.0
C4;0.525053;3003.0;116.6
C4;0.56267;3306.0;1249.7
C3;0.677274;12325.0;52.7
C4;0.620942;7216.0;4.1
C1;0.736089;301.0;3.7
C1;0.736106;300.0;0.0
C3;0.687209;9613.0;2.0
C1;0.736076;301.0;4.7
C1;0.73385;601.0;3.4
C4;0.687115;6314.0;2.7
C1;0.679578;1802.0;2.1
C1;0.736106;300.0;0.0
C1;0.727112;902.0;3.2
C1;0.736106;300.0;0.0
C4;0.670864;6615.0;4.4
C1;0.736112;301.0;0.0
C1;0.648517;2104.0;2.5
C1;0.733821;601.0;8.7
C1;0.736113;301.0;0.8
C1;0.736112;301.0;0.0
C1;0.736101;300.0;1.2
C1;0.736097;300.0;1.7
C1;0.736106;301.0;2.0
C1;0.701981;1504.0;1.0
C1;0.736112;301.0;0.0
C4;0.590592;3308.0;6.9
C1;0.735951;300.0;10.6
C1;0.736106;300.0;0.0
C4;0.632243;3604.0;2.1
C1;0.716722;1201.0;3.7
C1;0.736052;301.0;6.1
C4;0.658105;3908.0;6.1
C4;0.632685;3608.0;4.8
C1;0.736069;300.0;4.2
C3;0.710537;11725.0;17.5
C3;0.710824;11718.0;2.8
C4;0.688631;4509.0;1.5
C3;0.715414;11425.0;3.0
C1;0.736106;300.0;0.0
C3;0.68733;9615.0;2.3
C1;0.702043;1503.0;0.0
C1;0.73608;301.0;4.4
C1;0.736106;300.0;0.0
C4;0.696477;4811.0;10.2
C4;0.590042;3305.0;2.0
C4;0.687071;6315.0;2.2
C1;0.736095;301.0;3.2
C1;0.736106;300.0;0.0
C1;0.539684;2706.0;2.7
C4;0.70222;5411.0;3.9
C3;0.719686;10822.0;2.8
C1;0.733867;600.0;0.0
C2;0.725297;16230.0;6.5
C3;0.712171;10222.0;15.6
C1;0.727114;902.0;0.0
C1;0.736047;300.0;5.6
C1;0.736106;300.0;0.0
C2;0.718404;16830.0;5.7
C3;0.650224;12628.0;3.3
C1;0.736068;301.0;5.2
C1;0.733855;601.0;0.0
C4;0.65005;6908.0;5.1
C1;0.727115;902.0;1.8
C1;0.733849;601.0;3.6
C1;0.727115;902.0;1.2
C1;0.733855;601.0;0.0
C4;0.688665;4510.0;1.8
C4;0.621167;7214.0;6.0
C1;0.64827;2106.0;1.9
C1;0.736106;300.0;0.0
C4;0.70069;5110.0;4.8
C4;0.701575;5712.0;2.0
C3;0.712224;10224.0;3.6
