No.,Time,Source,Destination,Protocol,Length,TBP,Info
374312,971.923259,192.168.0.1,192.168.0.2,TCP,66,1.7424220000001498,"53400  >  2869 [FIN, ACK] Seq=716 Ack=127 Win=5840 Len=0 TSval=8074061 TSecr=38358195"
419443,1048.414761,192.168.0.1,224.0.0.1,IGMPv3,60,76.491502,"Membership Query, general"
440370,1097.650155,192.168.0.1,192.168.0.2,SSDP,344,49.235394,HTTP/1.1 200 OK 
442819,1100.645953,192.168.0.1,192.168.0.2,SSDP,344,2.9957979999999202,HTTP/1.1 200 OK 
443541,1103.663333,192.168.0.1,192.168.0.2,SSDP,344,3.01738,HTTP/1.1 200 OK 
443894,1106.653593,192.168.0.1,192.168.0.2,SSDP,344,2.99026000000003,HTTP/1.1 200 OK 
444540,1109.654865,192.168.0.1,192.168.0.2,SSDP,344,3.0012719999999704,HTTP/1.1 200 OK 
447763,1112.657067,192.168.0.1,192.168.0.2,SSDP,344,3.0022020000001204,HTTP/1.1 200 OK 
466759,1158.150007,192.168.0.1,192.168.0.2,SSDP,344,45.4929399999999,HTTP/1.1 200 OK 
466921,1161.150641,192.168.0.1,192.168.0.2,SSDP,344,3.0006339999999905,HTTP/1.1 200 OK 
469268,1164.1523730000001,192.168.0.1,192.168.0.2,SSDP,344,3.0017320000001697,HTTP/1.1 200 OK 
469675,1167.1599449999999,192.168.0.1,192.168.0.2,SSDP,344,3.00757199999975,HTTP/1.1 200 OK 
470036,1170.159983,192.168.0.1,192.168.0.2,SSDP,344,3.00003800000013,HTTP/1.1 200 OK 
470479,1173.160108,192.168.0.1,192.168.0.2,SSDP,344,3.00012500000003,HTTP/1.1 200 OK 
470603,1173.4690970000001,192.168.0.1,224.0.0.1,IGMPv3,60,0.30898900000011,"Membership Query, general"
537537,1315.551365,192.168.0.1,224.0.0.1,IGMPv3,60,142.082268,"Membership Query, general"
605874,1466.536278,192.168.0.1,224.0.0.1,IGMPv3,60,150.984913,"Membership Query, general"
614904,1501.566311,192.168.0.1,192.168.0.2,SSDP,344,35.030033,HTTP/1.1 200 OK 
615068,1504.5620509999999,192.168.0.1,192.168.0.2,SSDP,344,2.9957399999998398,HTTP/1.1 200 OK 
615376,1507.565684,192.168.0.1,192.168.0.2,SSDP,344,3.0036330000000397,HTTP/1.1 200 OK 
615884,1510.569459,192.168.0.1,192.168.0.2,SSDP,344,3.0037750000001298,HTTP/1.1 200 OK 
616398,1513.56951,192.168.0.1,192.168.0.2,SSDP,344,3.0000509999999796,HTTP/1.1 200 OK 
618963,1516.570189,192.168.0.1,192.168.0.2,SSDP,344,3.0006789999999905,HTTP/1.1 200 OK 
632523,1559.149011,192.168.0.1,192.168.0.2,DHCP,320,42.5788219999999,DHCP ACK      - Transaction ID 0xea2e9758
632561,1559.359092,192.168.0.1,192.168.0.2,SSDP,344,0.21008099999995,HTTP/1.1 200 OK 
632884,1562.183159,192.168.0.1,192.168.0.2,SSDP,344,2.8240670000000097,HTTP/1.1 200 OK 
633191,1565.176387,192.168.0.1,192.168.0.2,SSDP,344,2.9932280000000397,HTTP/1.1 200 OK 
636017,1568.187464,192.168.0.1,192.168.0.2,SSDP,344,3.0110770000001095,HTTP/1.1 200 OK 
636400,1571.182494,192.168.0.1,192.168.0.2,SSDP,344,2.99502999999982,HTTP/1.1 200 OK 
637026,1574.183487,192.168.0.1,192.168.0.2,SSDP,344,3.0009930000001095,HTTP/1.1 200 OK 
648187,1601.933433,192.168.0.1,224.0.0.1,IGMPv3,60,27.7499459999999,"Membership Query, general"
710685,1729.55362,192.168.0.1,224.0.0.1,IGMPv3,60,127.620187,"Membership Query, general"
829043,1864.548288,192.168.0.1,224.0.0.1,IGMPv3,60,134.994668,"Membership Query, general"
833957,1892.940084,192.168.0.1,192.168.0.2,TCP,66,28.3917960000001,"5000  >  4107 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=16"
833961,1892.942189,192.168.0.1,192.168.0.2,TCP,60,0.00210500000003,5000  >  4107 [ACK] Seq=1 Ack=313 Win=6912 Len=0
833962,1892.9432789999998,192.168.0.1,192.168.0.2,TCP,60,0.00108999999975,5000  >  4107 [ACK] Seq=1 Ack=938 Win=8176 Len=0
833993,1893.130759,192.168.0.1,192.168.0.2,IPA,722,0.18748000000005,unknown 0x54 
833994,1893.130759,192.168.0.1,192.168.0.2,TCP,60,0.0,"5000  >  4107 [FIN, ACK] Seq=669 Ack=938 Win=8176 Len=0"
833997,1893.1349910000001,192.168.0.1,192.168.0.2,TCP,60,0.00423200000023,5000  >  4107 [ACK] Seq=670 Ack=939 Win=8176 Len=0
833999,1893.163822,192.168.0.1,192.168.0.2,TCP,66,0.028830999999849997,"5000  >  4108 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=16"
834003,1893.1664079999998,192.168.0.1,192.168.0.2,TCP,60,0.00258599999984,5000  >  4108 [ACK] Seq=1 Ack=313 Win=6912 Len=0
834004,1893.166927,192.168.0.1,192.168.0.2,TCP,60,0.00051900000017,5000  >  4108 [ACK] Seq=1 Ack=938 Win=8176 Len=0
