No.,Time,Source,Destination,Protocol,Length,TBP,Info
1278341,3623.169493,192.168.0.1,192.168.0.2,SSDP,344,2.9812509999997,HTTP/1.1 200 OK 
1278497,3626.1851149999998,192.168.0.1,192.168.0.2,SSDP,344,3.0156219999998903,HTTP/1.1 200 OK 
1278748,3629.190061,192.168.0.1,192.168.0.2,SSDP,344,3.0049460000000203,HTTP/1.1 200 OK 
1279060,3632.197569,192.168.0.1,192.168.0.2,SSDP,344,3.00750800000014,HTTP/1.1 200 OK 
1279384,3635.209739,192.168.0.1,192.168.0.2,SSDP,344,3.01216999999997,HTTP/1.1 200 OK 
1281688,3679.553755,192.168.0.1,224.0.0.1,IGMPv3,60,44.344016,"Membership Query, general"
1281756,3682.7407670000002,192.168.0.1,192.168.0.2,SSDP,344,3.18701200000032,HTTP/1.1 200 OK 
1281774,3685.747226,192.168.0.1,192.168.0.2,SSDP,344,3.0064589999997207,HTTP/1.1 200 OK 
1281915,3688.75821,192.168.0.1,192.168.0.2,SSDP,344,3.0109840000000094,HTTP/1.1 200 OK 
1282056,3691.7696590000005,192.168.0.1,192.168.0.2,SSDP,344,3.01144900000054,HTTP/1.1 200 OK 
1282093,3694.778146,192.168.0.1,192.168.0.2,SSDP,344,3.0084869999996,HTTP/1.1 200 OK 
1282250,3697.776955,192.168.0.1,192.168.0.2,SSDP,344,2.9988089999997096,HTTP/1.1 200 OK 
1291523,3824.6696009999996,192.168.0.1,224.0.0.1,IGMPv3,60,126.892646,"Membership Query, general"
1299642,3967.2557409999995,192.168.0.1,224.0.0.1,IGMPv3,60,142.58614,"Membership Query, general"
1303627,4050.629103,192.168.0.1,192.168.0.2,SSDP,344,83.37336200000071,HTTP/1.1 200 OK 
1303853,4053.6293,192.168.0.1,192.168.0.2,SSDP,344,3.0001969999998397,HTTP/1.1 200 OK 
1303953,4056.643075,192.168.0.1,192.168.0.2,SSDP,344,3.0137749999999,HTTP/1.1 200 OK 
1304026,4059.659408,192.168.0.1,192.168.0.2,SSDP,344,3.0163330000000297,HTTP/1.1 200 OK 
1304171,4062.6594170000003,192.168.0.1,192.168.0.2,SSDP,344,3.00000900000032,HTTP/1.1 200 OK 
1304425,4065.6724299999996,192.168.0.1,192.168.0.2,SSDP,344,3.01301299999932,HTTP/1.1 200 OK 
1305434,4092.8295420000004,192.168.0.1,224.0.0.1,IGMPv3,60,27.1571120000008,"Membership Query, general"
