Grupo;Silhueta;DuracaodaSessao;Velocidademediadenavegacao
C4;0.745773;600.0;4.2
C2;0.746413;301.0;5.3
C10;0.513227;3608.0;10.7
C4;0.746102;601.0;0.0
C2;0.747456;300.0;2.1
C2;0.747522;301.0;0.0
C3;0.5;12326.0;6.0
C2;0.747697;300.0;0.6
C11;0.74938;1803.0;1.0
C2;0.747744;300.0;0.0
C6;0.678689;3304.0;19.7
C2;0.746046;300.0;6.3
C4;0.746161;601.0;1.0
C1;0.726162;9019.0;107.8
C4;0.73116;602.0;37.1
C15;0.675782;901.0;4.7
C2;0.747744;300.0;0.0
C2;0.744973;301.0;8.7
C2;0.745955;301.0;6.5
C6;0.710069;3007.0;4.5
C2;0.747744;300.0;0.0
C2;0.746787;301.0;4.2
C11;0.74975;1804.0;1.5
C11;0.749759;1804.0;1.6
C9;0.647511;2405.0;5.9
C2;0.747327;300.0;2.6
C4;0.744947;601.0;7.3
C4;0.745644;601.0;5.1
C10;0.635622;4506.0;3.3
C2;0.747522;301.0;0.0
C8;0.684079;7821.0;36.0
C9;0.702168;2105.0;3.9
C4;0.745922;600.0;0.0
C12;0.661151;5412.0;12.6
C2;0.688539;301.0;105.9
C2;0.747522;301.0;0.0
C4;0.745922;600.0;0.0
C14;0.702075;6614.0;19.9
C2;0.747518;300.0;1.8
C8;0.723259;7515.0;6.1
C2;0.747504;301.0;1.5
C13;0.662857;6013.0;12.9
C12;0.664543;5410.0;1.5
C2;0.747744;300.0;0.0
C10;0.510075;3605.0;4.2
C2;0.747744;300.0;0.0
C2;0.747549;301.0;0.2
C2;0.747733;300.0;0.2
C14;0.640478;6313.0;3.1
C2;0.747744;300.0;0.0
C7;0.734024;1503.0;31.9
C10;0.70086;4209.0;1.9
C2;0.741531;300.0;15.8
C6;0.709853;3004.0;1.0
C2;0.747744;300.0;0.0
C9;0.702142;2105.0;2.0
C7;0.733882;1504.0;3.0
C11;0.749732;1804.0;1.7
C2;0.747744;300.0;0.0
C10;0.70091;4209.0;3.3
C8;0.634947;7215.0;7.2
C10;0.70101;4208.0;5.1
C4;0.746102;601.0;0.0
C2;0.747432;300.0;2.2
C9;0.697581;2103.0;15.1
C4;0.746102;601.0;0.0
C12;0.663909;5411.0;0.0
C2;0.747744;300.0;0.0
C2;0.747504;301.0;1.5
C4;0.746102;601.0;0.0
C2;0.747548;301.0;1.1
C10;0.514317;3609.0;8.0
C4;0.746012;601.0;3.3
C14;0.702639;6614.0;3.0
C15;0.577395;1202.0;12.6
C6;0.710041;3006.0;0.0
C2;0.744411;301.0;9.9
C2;0.747327;300.0;2.6
C13;0.662861;6013.0;12.4
C2;0.741889;300.0;15.1
C4;0.746102;601.0;0.0
C13;0.687109;5714.0;2.8
C2;0.747744;300.0;0.0
C10;0.700701;4208.0;13.4
C2;0.747744;300.0;0.0
C2;0.747744;300.0;0.0
C15;0.576311;1203.0;5.1
C2;0.747478;300.0;2.0
C10;0.63355;4511.0;2.1
C4;0.746073;601.0;2.8
C2;0.745913;301.0;6.6
C10;0.63396;4510.0;1.0
C2;0.747744;300.0;0.0
C5;0.5;10518.0;8.4
C2;0.747744;300.0;0.0
C8;0.723286;7515.0;3.6
C2;0.747744;300.0;0.0
C6;0.593478;2707.0;43.1
C4;0.746102;601.0;0.0
C15;0.676722;902.0;0.0
C15;0.675482;901.0;5.5
C2;0.747744;300.0;0.0
C10;0.674066;3907.0;0.0
C2;0.747744;300.0;0.0
C12;0.568283;4811.0;1.9
C15;0.676722;902.0;0.0
C10;0.674583;3909.0;2.5
C4;0.744873;601.0;7.5
C6;0.678656;3306.0;3.3
C2;0.747744;300.0;0.0
C14;0.580254;6912.0;6.9
C2;0.746117;301.0;6.1
C12;0.668294;5111.0;11.5
C15;0.67629;901.0;1.6
C4;0.716845;602.0;62.5
C4;0.739625;601.0;19.8
C4;0.745922;600.0;0.0
C2;0.747744;300.0;0.0
C10;0.633554;4511.0;2.7
C2;0.747522;301.0;0.0
C4;0.74602;602.0;1.5
C2;0.747744;300.0;0.0
C2;0.746232;301.0;5.8
C2;0.747744;300.0;0.0
C2;0.747744;300.0;0.0
C2;0.747518;301.0;1.4
C4;0.745747;601.0;4.7
C15;0.676897;902.0;1.1
C2;0.747744;300.0;0.0
C6;0.593044;2706.0;11.7
C2;0.725368;301.0;45.1
C4;0.746102;601.0;0.0
C10;0.701004;4208.0;5.6
C13;0.686355;5712.0;2.8
C2;0.747744;300.0;0.0
C12;0.664118;5411.0;1.1
C13;0.686109;5712.0;6.5
C4;0.746102;601.0;0.0
C1;0.727128;9019.0;5.2
C2;0.747744;300.0;0.0
C10;0.674776;3910.0;1.5
C2;0.747386;301.0;2.1
C2;0.747744;300.0;0.0
C9;0.70123;2104.0;0.4
C2;0.747744;300.0;0.0
C15;0.57659;1203.0;8.4
C2;0.747744;300.0;0.0
C14;0.640988;6313.0;8.7
C2;0.747522;301.0;0.0
C10;0.674319;3908.0;4.0
C6;0.678887;3305.0;1.0
C2;0.747744;300.0;0.0
C6;0.710169;3007.0;1.9
C2;0.747522;301.0;0.0
C8;0.72331;7518.0;3.7
C14;0.639544;6312.0;17.3
C2;0.747744;300.0;0.0
C1;0.703503;8719.0;6.0
C2;0.747049;300.0;3.5
C2;0.747744;300.0;0.0
C10;0.632307;4513.0;7.9
C2;0.747744;300.0;0.0
C14;0.702759;6612.0;4.9
